,country,amount,success,PSP,3D_secured,card,minute,hour,day,weekday,fee
14577,1,243,0,3,0,1,9,17,16,2,2.0
14578,1,358,1,1,0,1,11,17,16,2,
14579,0,112,0,2,1,1,14,17,16,2,1.0
14580,1,124,1,0,0,1,20,17,16,2,
14581,2,193,0,3,0,1,28,17,16,2,1.0
14582,1,143,0,2,0,2,31,17,16,2,0.5
14583,1,143,0,1,0,2,31,17,16,2,1.0
14584,1,143,1,3,0,2,32,17,16,2,
14585,1,338,1,3,1,1,35,17,16,2,
14586,1,34,0,3,0,2,36,17,16,2,0.5
14587,1,34,0,2,0,2,37,17,16,2,0.5
14588,1,119,0,2,0,1,41,17,16,2,0.5
14589,0,128,1,2,1,1,44,17,16,2,
14590,2,135,0,2,0,2,46,17,16,2,1.0
14591,1,280,0,3,0,2,48,17,16,2,1.0
14592,1,292,0,2,0,0,51,17,16,2,1.0
14593,1,270,0,3,0,1,53,17,16,2,1.0
14594,1,270,1,3,0,1,54,17,16,2,
14595,1,8,0,2,1,2,56,17,16,2,1.0
14596,1,8,0,3,1,2,57,17,16,2,1.0
14597,1,30,1,1,0,1,59,17,16,2,
14598,2,158,0,2,0,1,1,18,16,2,1.0
14599,1,127,0,3,0,2,2,18,16,2,0.5
14600,1,127,0,2,0,2,2,18,16,2,2.0
14601,1,421,0,1,1,1,5,18,16,2,1.0
14602,2,191,1,3,0,0,8,18,16,2,
14603,2,98,0,3,0,0,12,18,16,2,5.0
14604,2,98,0,2,0,0,12,18,16,2,0.5
14605,2,98,0,2,0,0,13,18,16,2,2.0
14606,0,322,0,2,0,1,16,18,16,2,2.0
14607,0,322,0,3,0,1,17,18,16,2,0.5
14608,0,322,0,2,0,1,18,18,16,2,2.0
14609,0,283,0,2,0,2,19,18,16,2,5.0
14610,0,283,0,3,0,2,20,18,16,2,1.0
14611,0,283,0,3,0,2,20,18,16,2,0.5
14612,0,283,0,2,0,2,20,18,16,2,1.0
14613,1,100,1,1,0,1,26,18,16,2,
14614,1,355,1,3,1,1,28,18,16,2,
14615,0,142,1,2,0,0,30,18,16,2,
14616,1,35,0,3,0,1,34,18,16,2,2.0
14617,1,275,0,3,0,0,38,18,16,2,1.0
14618,2,81,0,3,0,0,39,18,16,2,1.0
14619,2,81,0,1,0,0,40,18,16,2,1.0
14620,2,81,0,1,0,0,40,18,16,2,0.5
14621,2,81,0,0,0,0,40,18,16,2,1.0
14622,2,81,1,3,0,0,41,18,16,2,
14623,1,154,0,1,0,1,45,18,16,2,2.0
14624,1,154,0,3,0,1,46,18,16,2,1.0
14625,1,154,0,3,0,1,46,18,16,2,1.0
14626,1,154,1,3,0,1,47,18,16,2,
14627,1,62,0,2,1,2,49,18,16,2,1.0
14628,2,219,0,3,0,1,53,18,16,2,1.0
14629,1,207,0,3,0,1,54,18,16,2,1.0
14630,1,87,0,3,0,1,55,18,16,2,2.0
14631,1,87,0,2,0,1,55,18,16,2,5.0
14632,2,346,0,3,0,0,58,18,16,2,1.0
14633,2,346,0,3,0,0,59,18,16,2,2.0
14634,2,35,0,2,1,0,4,19,16,2,1.0
14635,2,35,0,1,1,0,4,19,16,2,0.5
14636,2,35,0,3,1,0,5,19,16,2,0.5
14637,2,35,0,2,1,0,6,19,16,2,2.0
14638,2,35,0,1,1,0,6,19,16,2,5.0
14639,2,35,0,2,1,0,7,19,16,2,2.0
14640,2,35,0,3,1,0,8,19,16,2,0.5
14641,2,35,0,3,1,0,9,19,16,2,0.5
14642,2,35,0,3,1,0,9,19,16,2,1.0
14643,1,381,0,3,1,0,12,19,16,2,0.5
14644,1,381,0,3,1,0,12,19,16,2,0.5
14645,1,239,0,2,0,1,14,19,16,2,0.5
14646,1,239,0,3,0,1,15,19,16,2,1.0
14647,1,257,0,2,0,1,16,19,16,2,2.0
14648,1,257,1,2,0,1,17,19,16,2,
14649,1,211,0,0,0,1,19,19,16,2,0.5
14650,1,211,0,3,0,1,20,19,16,2,5.0
14651,1,211,1,2,0,1,21,19,16,2,
14652,0,33,0,1,0,1,26,19,16,2,1.0
14653,1,259,1,2,0,1,28,19,16,2,
14654,1,42,0,3,0,2,29,19,16,2,1.0
14655,1,42,1,3,0,2,29,19,16,2,
14656,1,83,0,2,0,1,31,19,16,2,2.0
14657,0,358,1,1,1,0,32,19,16,2,
14658,1,190,0,0,0,2,36,19,16,2,0.5
14659,1,280,0,2,1,2,40,19,16,2,1.0
14660,1,280,0,3,1,2,41,19,16,2,1.0
14661,2,204,0,3,0,1,43,19,16,2,5.0
14662,2,204,0,2,0,1,43,19,16,2,2.0
14663,1,155,0,3,0,2,45,19,16,2,1.0
14664,1,105,0,3,0,1,48,19,16,2,0.5
14665,1,105,0,3,0,1,48,19,16,2,1.0
14666,1,105,0,1,0,1,49,19,16,2,0.5
14667,1,105,0,0,0,1,50,19,16,2,1.0
14668,1,105,0,3,0,1,50,19,16,2,1.0
14669,1,309,0,2,0,2,51,19,16,2,1.0
14670,1,309,0,3,0,2,52,19,16,2,2.0
14671,1,309,0,1,0,1,53,19,16,2,2.0
14672,1,309,0,2,0,1,53,19,16,2,0.5
14673,1,309,0,3,0,1,54,19,16,2,1.0
14674,0,137,1,1,0,1,58,19,16,2,
14675,1,293,0,3,0,1,0,20,16,2,0.5
14676,1,293,0,3,0,1,0,20,16,2,2.0
14677,1,293,0,1,0,1,0,20,16,2,1.0
14678,1,293,0,2,0,1,1,20,16,2,0.5
14679,1,293,0,2,0,1,1,20,16,2,1.0
14680,1,293,0,1,0,1,2,20,16,2,1.0
14681,1,293,1,3,0,1,2,20,16,2,
14682,1,147,0,1,0,0,5,20,16,2,1.0
14683,1,147,1,3,0,0,5,20,16,2,
14684,0,279,0,3,0,1,7,20,16,2,1.0
14685,1,255,0,3,0,2,11,20,16,2,1.0
14686,1,255,0,2,0,2,11,20,16,2,1.0
14687,1,306,0,3,0,1,12,20,16,2,1.0
14688,1,306,0,1,0,1,12,20,16,2,0.5
14689,1,306,0,3,0,1,13,20,16,2,5.0
14690,1,306,1,1,0,1,13,20,16,2,
14691,2,156,1,3,1,2,15,20,16,2,
14692,1,294,0,3,0,1,22,20,16,2,1.0
14693,1,294,0,2,0,1,23,20,16,2,1.0
14694,1,294,0,3,0,1,24,20,16,2,0.5
14695,1,294,0,3,0,1,24,20,16,2,1.0
14696,1,294,0,3,0,1,25,20,16,2,1.0
14697,2,48,0,3,0,0,29,20,16,2,0.5
14698,2,48,0,3,0,0,29,20,16,2,1.0
14699,2,48,0,1,0,0,30,20,16,2,1.0
14700,1,260,0,3,0,1,31,20,16,2,0.5
14701,1,129,0,3,0,2,34,20,16,2,1.0
14702,1,129,0,2,0,2,35,20,16,2,0.5
14703,1,129,1,2,0,2,35,20,16,2,
14704,1,193,1,0,0,0,39,20,16,2,
14705,0,263,0,2,0,1,40,20,16,2,1.0
14706,2,286,0,3,0,1,42,20,16,2,0.5
14707,0,203,0,1,1,0,45,20,16,2,2.0
14708,1,345,0,2,0,2,47,20,16,2,1.0
14709,1,345,0,3,0,2,48,20,16,2,1.0
14710,1,194,0,3,0,1,49,20,16,2,0.5
14711,1,194,0,1,0,1,49,20,16,2,1.0
14712,0,246,0,3,0,1,53,20,16,2,0.5
14713,0,246,0,2,0,1,53,20,16,2,1.0
14714,0,246,0,2,0,1,54,20,16,2,1.0
14715,0,246,0,3,0,1,54,20,16,2,0.5
14716,0,246,0,3,0,1,55,20,16,2,1.0
14717,1,188,1,0,1,1,56,20,16,2,
14718,1,220,0,2,1,2,58,20,16,2,1.0
14719,1,220,0,3,1,2,59,20,16,2,1.0
14720,2,382,0,3,0,2,1,21,16,2,1.0
14721,2,382,0,3,0,2,1,21,16,2,1.0
14722,2,382,0,3,0,2,1,21,16,2,2.0
14723,2,382,0,3,0,2,2,21,16,2,2.0
14724,2,382,0,3,0,2,2,21,16,2,2.0
14725,1,214,1,0,0,1,6,21,16,2,
14726,1,211,1,3,1,1,7,21,16,2,
14727,1,204,0,3,0,1,9,21,16,2,2.0
14728,1,204,0,2,0,1,9,21,16,2,0.5
14729,1,204,0,3,0,1,9,21,16,2,1.0
14730,1,204,0,3,0,1,9,21,16,2,2.0
14731,1,204,0,2,0,1,9,21,16,2,0.5
14732,1,204,0,3,0,1,9,21,16,2,0.5
14733,1,204,0,3,0,1,10,21,16,2,1.0
14734,1,204,0,3,0,1,10,21,16,2,2.0
14735,1,234,0,3,0,1,13,21,16,2,1.0
14736,0,225,0,3,0,1,15,21,16,2,1.0
14737,0,225,0,3,0,1,16,21,16,2,0.5
14738,0,225,0,2,0,1,16,21,16,2,2.0
14739,2,339,0,3,0,0,18,21,16,2,1.0
14740,2,339,0,2,0,0,19,21,16,2,0.5
14741,1,89,0,0,0,1,20,21,16,2,1.0
14742,1,89,1,3,0,1,21,21,16,2,
14743,1,99,0,2,1,1,28,21,16,2,0.5
14744,1,99,0,1,1,1,28,21,16,2,0.5
14745,1,99,0,2,1,1,29,21,16,2,0.5
14746,1,46,0,3,0,2,31,21,16,2,2.0
14747,2,173,1,3,0,1,33,21,16,2,
14748,1,136,0,1,0,1,36,21,16,2,1.0
14749,1,136,1,0,0,1,36,21,16,2,
14750,0,141,0,2,0,1,38,21,16,2,1.0
14751,1,179,0,1,1,1,39,21,16,2,1.0
14752,0,207,0,3,0,1,43,21,16,2,0.5
14753,0,207,0,3,0,1,43,21,16,2,1.0
14754,0,275,0,3,0,1,46,21,16,2,1.0
14755,1,137,0,3,1,0,49,21,16,2,1.0
14756,1,137,0,1,1,0,49,21,16,2,2.0
14757,1,325,0,2,0,1,52,21,16,2,1.0
14758,1,325,1,3,0,1,53,21,16,2,
14759,1,49,0,3,1,0,54,21,16,2,0.5
14760,1,49,1,3,1,0,55,21,16,2,
14761,0,351,1,1,0,1,56,21,16,2,
14762,1,88,0,1,1,0,58,21,16,2,1.0
14763,1,53,1,1,0,1,59,21,16,2,
14764,1,132,0,3,0,1,1,22,16,2,2.0
14765,1,132,1,3,0,1,1,22,16,2,
14766,1,185,0,3,1,1,4,22,16,2,0.5
14767,1,185,0,2,1,1,4,22,16,2,0.5
14768,2,382,0,3,0,1,6,22,16,2,1.0
14769,2,382,0,1,0,1,6,22,16,2,0.5
14770,2,382,0,3,0,1,7,22,16,2,1.0
14771,2,382,0,0,0,1,8,22,16,2,1.0
14772,0,168,1,2,1,2,9,22,16,2,
14773,1,178,1,2,0,2,10,22,16,2,
14774,1,58,0,2,0,0,12,22,16,2,1.0
14775,1,255,0,1,0,1,17,22,16,2,2.0
14776,1,255,0,3,0,1,18,22,16,2,1.0
14777,1,255,0,2,0,1,18,22,16,2,1.0
14778,2,185,0,3,1,1,21,22,16,2,2.0
14779,2,185,0,3,1,1,21,22,16,2,1.0
14780,1,203,0,3,1,0,23,22,16,2,2.0
14781,2,224,1,1,0,1,24,22,16,2,
14782,1,82,0,1,0,1,27,22,16,2,1.0
14783,1,82,0,1,0,1,27,22,16,2,1.0
14784,1,92,0,3,1,1,34,22,16,2,5.0
14785,1,253,0,3,0,0,40,22,16,2,1.0
14786,1,253,0,3,0,0,40,22,16,2,0.5
14787,1,253,0,3,0,0,40,22,16,2,2.0
14788,2,159,0,2,0,0,43,22,16,2,1.0
14789,2,244,1,3,1,1,44,22,16,2,
14790,1,87,0,2,0,2,45,22,16,2,2.0
14791,2,80,1,2,1,1,50,22,16,2,
14792,1,167,0,2,0,2,52,22,16,2,1.0
14793,0,171,0,1,0,2,55,22,16,2,1.0
14794,0,171,0,3,0,2,56,22,16,2,1.0
14795,0,171,1,3,0,2,56,22,16,2,
14796,0,69,0,3,0,0,58,22,16,2,5.0
14797,0,148,0,3,0,2,59,22,16,2,0.5
14798,0,148,0,3,0,2,0,23,16,2,2.0
14799,1,279,1,0,1,1,5,23,16,2,
14800,1,283,0,0,1,0,7,23,16,2,1.0
14801,0,68,0,1,0,1,9,23,16,2,5.0
14802,0,68,0,2,0,1,9,23,16,2,1.0
14803,1,338,0,3,0,1,10,23,16,2,0.5
14804,0,208,0,1,0,2,12,23,16,2,0.5
14805,0,208,0,3,0,2,12,23,16,2,1.0
14806,0,208,1,0,0,2,12,23,16,2,
14807,2,352,0,3,0,1,15,23,16,2,0.5
14808,2,352,0,3,0,1,15,23,16,2,5.0
14809,1,139,0,3,0,2,25,23,16,2,1.0
14810,1,139,0,3,0,2,25,23,16,2,1.0
14811,1,139,0,3,0,2,25,23,16,2,1.0
14812,2,167,0,2,0,1,28,23,16,2,1.0
14813,1,90,0,3,1,1,31,23,16,2,1.0
14814,1,90,1,3,1,1,31,23,16,2,
14815,1,244,0,1,0,1,33,23,16,2,1.0
14816,1,233,0,1,0,1,35,23,16,2,0.5
14817,0,205,1,0,0,1,40,23,16,2,
14818,2,34,0,3,0,2,44,23,16,2,1.0
14819,2,34,0,2,0,2,44,23,16,2,1.0
14820,0,188,0,2,0,1,47,23,16,2,2.0
14821,0,188,0,3,0,1,48,23,16,2,1.0
14822,2,262,0,2,0,1,51,23,16,2,1.0
14823,1,200,1,3,0,2,53,23,16,2,
14824,0,314,0,3,0,1,54,23,16,2,1.0
14825,2,191,1,2,1,0,55,23,16,2,
14826,1,209,0,3,0,1,58,23,16,2,0.5
14827,1,209,0,0,0,1,58,23,16,2,1.0
14828,1,209,1,3,0,1,58,23,16,2,
14829,1,240,0,2,1,0,3,0,17,3,2.0
14830,1,240,0,3,1,0,3,0,17,3,2.0
14831,1,240,0,0,1,0,4,0,17,3,1.0
14832,1,240,0,3,1,0,4,0,17,3,1.0
14833,1,240,0,1,1,0,5,0,17,3,0.5
14834,1,240,0,3,1,0,5,0,17,3,1.0
14835,1,240,0,3,1,0,5,0,17,3,1.0
14836,1,240,0,2,1,0,6,0,17,3,0.5
14837,1,240,0,2,1,0,6,0,17,3,0.5
14838,1,240,0,3,0,1,6,0,17,3,1.0
14839,1,100,1,3,0,0,6,0,17,3,
14840,0,58,0,3,0,0,8,0,17,3,1.0
14841,0,155,1,1,1,1,13,0,17,3,
14842,1,192,0,1,0,2,14,0,17,3,0.5
14843,1,192,0,2,0,2,15,0,17,3,0.5
14844,1,192,0,2,0,2,16,0,17,3,2.0
14845,1,152,0,2,0,2,20,0,17,3,1.0
14846,1,272,0,2,0,1,21,0,17,3,0.5
14847,0,124,0,3,0,2,22,0,17,3,1.0
14848,1,219,0,3,0,1,25,0,17,3,2.0
14849,1,219,0,3,0,1,26,0,17,3,1.0
14850,1,219,0,3,0,1,26,0,17,3,0.5
14851,1,219,0,1,0,1,27,0,17,3,2.0
14852,1,228,1,0,1,2,28,0,17,3,
14853,1,164,0,3,0,0,31,0,17,3,0.5
14854,1,237,0,2,1,1,33,0,17,3,0.5
14855,0,206,0,2,0,1,36,0,17,3,1.0
14856,0,325,0,3,0,1,42,0,17,3,1.0
14857,0,325,1,3,0,1,42,0,17,3,
14858,1,105,0,2,0,0,43,0,17,3,1.0
14859,1,7,0,2,0,0,45,0,17,3,1.0
14860,1,123,1,3,0,2,46,0,17,3,
14861,1,127,0,2,0,1,49,0,17,3,1.0
14862,1,319,0,2,0,1,51,0,17,3,1.0
14863,1,319,0,3,0,1,52,0,17,3,1.0
14864,1,319,0,3,0,1,52,0,17,3,1.0
14865,1,302,0,2,1,0,54,0,17,3,1.0
14866,1,302,0,3,1,0,55,0,17,3,0.5
14867,1,302,0,3,1,0,55,0,17,3,0.5
14868,1,302,0,0,1,0,56,0,17,3,1.0
14869,1,302,0,1,1,0,57,0,17,3,0.5
14870,2,282,0,3,1,1,59,0,17,3,1.0
14871,1,143,0,3,0,1,0,1,17,3,2.0
14872,1,173,0,1,0,2,3,1,17,3,1.0
14873,1,266,0,3,1,1,7,1,17,3,0.5
14874,1,266,0,3,1,1,8,1,17,3,1.0
14875,0,176,0,1,0,1,11,1,17,3,1.0
14876,2,47,0,2,0,2,15,1,17,3,1.0
14877,2,47,0,0,0,2,15,1,17,3,1.0
14878,0,222,1,3,1,1,17,1,17,3,
14879,0,179,0,3,0,0,21,1,17,3,2.0
14880,0,179,0,3,0,0,22,1,17,3,1.0
14881,0,179,0,3,0,0,22,1,17,3,0.5
14882,0,179,1,1,0,0,23,1,17,3,
14883,1,182,0,2,1,1,25,1,17,3,1.0
14884,1,298,0,3,0,1,27,1,17,3,1.0
14885,0,114,0,3,0,2,29,1,17,3,0.5
14886,0,114,1,3,0,2,30,1,17,3,
14887,1,227,1,3,1,1,31,1,17,3,
14888,1,370,0,3,0,1,33,1,17,3,1.0
14889,1,370,0,2,0,1,33,1,17,3,2.0
14890,1,370,0,3,0,1,34,1,17,3,0.5
14891,1,370,0,3,0,1,34,1,17,3,0.5
14892,1,370,0,2,0,1,35,1,17,3,0.5
14893,1,370,0,2,0,1,35,1,17,3,1.0
14894,0,168,0,3,0,0,38,1,17,3,0.5
14895,0,168,1,0,0,0,38,1,17,3,
14896,1,49,0,1,0,2,41,1,17,3,0.5
14897,1,49,1,3,0,2,41,1,17,3,
14898,0,162,0,3,1,1,43,1,17,3,0.5
14899,0,162,0,2,1,1,44,1,17,3,2.0
14900,2,114,0,2,0,2,45,1,17,3,1.0
14901,2,114,1,2,0,2,45,1,17,3,
14902,1,74,0,2,1,1,50,1,17,3,1.0
14903,0,109,1,1,1,2,55,1,17,3,
14904,1,186,0,1,0,2,58,1,17,3,1.0
14905,1,186,0,2,0,2,58,1,17,3,0.5
14906,1,186,0,1,0,2,59,1,17,3,1.0
14907,1,191,1,1,0,0,0,2,17,3,
14908,1,193,1,3,0,1,2,2,17,3,
14909,2,62,0,2,0,1,4,2,17,3,1.0
14910,1,47,0,2,0,1,9,2,17,3,1.0
14911,1,47,0,3,0,1,10,2,17,3,0.5
14912,2,157,0,3,0,1,12,2,17,3,1.0
14913,2,157,0,2,0,1,12,2,17,3,5.0
14914,1,202,0,3,1,0,14,2,17,3,1.0
14915,1,202,0,1,1,0,14,2,17,3,2.0
14916,2,192,0,3,0,1,17,2,17,3,1.0
14917,2,192,0,3,0,1,18,2,17,3,0.5
14918,2,192,1,3,0,1,19,2,17,3,
14919,2,281,0,1,1,1,22,2,17,3,1.0
14920,2,281,0,3,1,1,22,2,17,3,1.0
14921,2,281,0,3,1,1,23,2,17,3,1.0
14922,1,113,1,3,0,2,24,2,17,3,
14923,1,103,0,2,0,0,25,2,17,3,1.0
14924,1,103,1,3,0,0,26,2,17,3,
14925,2,44,1,0,0,2,27,2,17,3,
14926,1,236,0,1,0,1,28,2,17,3,0.5
14927,1,236,0,1,0,1,29,2,17,3,0.5
14928,1,236,0,2,0,1,30,2,17,3,1.0
14929,1,274,1,3,1,1,35,2,17,3,
14930,0,131,0,3,0,1,46,2,17,3,1.0
14931,0,131,0,2,0,1,47,2,17,3,2.0
14932,0,131,0,3,0,1,47,2,17,3,1.0
14933,1,103,0,2,0,1,52,2,17,3,0.5
14934,0,223,1,3,1,1,54,2,17,3,
14935,1,239,0,3,0,1,57,2,17,3,1.0
14936,1,113,0,1,1,1,58,2,17,3,2.0
14937,1,113,0,3,1,1,59,2,17,3,1.0
14938,1,113,0,1,1,1,0,3,17,3,1.0
14939,1,113,0,3,1,1,0,3,17,3,1.0
14940,1,113,0,2,1,1,0,3,17,3,2.0
14941,1,113,0,3,1,1,0,3,17,3,2.0
14942,1,113,0,3,1,1,0,3,17,3,2.0
14943,1,113,1,2,1,1,1,3,17,3,
14944,2,371,0,2,1,0,3,3,17,3,1.0
14945,2,371,1,2,1,0,3,3,17,3,
14946,2,285,0,3,1,0,4,3,17,3,0.5
14947,1,269,1,0,1,2,6,3,17,3,
14948,1,170,0,3,0,1,7,3,17,3,1.0
14949,1,170,0,3,0,1,8,3,17,3,1.0
14950,0,229,0,2,0,0,10,3,17,3,1.0
14951,1,372,0,1,0,1,12,3,17,3,2.0
14952,1,241,0,3,0,1,14,3,17,3,1.0
14953,1,241,1,3,0,1,15,3,17,3,
14954,1,184,0,3,0,2,18,3,17,3,2.0
14955,2,218,0,2,1,0,19,3,17,3,5.0
14956,1,246,0,3,0,2,22,3,17,3,0.5
14957,1,246,0,1,0,2,22,3,17,3,1.0
14958,1,246,0,3,0,2,23,3,17,3,1.0
14959,1,246,0,2,0,2,23,3,17,3,1.0
14960,1,246,1,3,0,2,23,3,17,3,
14961,1,71,1,0,1,2,24,3,17,3,
14962,1,221,0,3,0,2,26,3,17,3,0.5
14963,1,221,0,3,0,2,27,3,17,3,1.0
14964,1,216,0,2,0,1,29,3,17,3,2.0
14965,1,216,0,3,0,1,29,3,17,3,2.0
14966,1,216,0,3,0,1,29,3,17,3,2.0
14967,1,216,0,3,0,1,30,3,17,3,2.0
14968,1,216,0,3,0,1,30,3,17,3,5.0
14969,1,372,0,3,0,2,32,3,17,3,1.0
14970,1,372,0,2,0,2,32,3,17,3,0.5
14971,1,249,1,1,1,2,35,3,17,3,
14972,0,124,0,1,0,2,37,3,17,3,1.0
14973,2,216,0,3,0,2,39,3,17,3,0.5
14974,2,216,0,3,0,2,40,3,17,3,2.0
14975,2,216,0,1,0,2,40,3,17,3,1.0
14976,2,216,1,1,0,2,40,3,17,3,
14977,1,158,0,2,0,1,43,3,17,3,0.5
14978,1,158,1,3,0,1,44,3,17,3,
14979,1,105,0,3,0,1,48,3,17,3,0.5
14980,2,192,0,3,0,0,50,3,17,3,0.5
14981,1,27,0,2,0,1,51,3,17,3,0.5
14982,0,282,0,3,0,1,53,3,17,3,0.5
14983,0,282,1,3,0,1,53,3,17,3,
14984,2,174,0,2,1,0,55,3,17,3,1.0
14985,2,174,0,3,1,0,55,3,17,3,1.0
14986,2,174,0,2,1,0,56,3,17,3,1.0
14987,2,174,0,3,1,0,57,3,17,3,2.0
14988,2,174,0,1,1,0,57,3,17,3,1.0
14989,1,65,1,2,1,2,0,4,17,3,
14990,0,415,0,2,0,2,3,4,17,3,1.0
14991,0,415,1,2,0,2,4,4,17,3,
14992,1,125,0,3,0,0,5,4,17,3,0.5
14993,1,435,1,0,0,0,8,4,17,3,
14994,1,125,0,3,0,0,10,4,17,3,1.0
14995,1,125,1,2,0,0,10,4,17,3,
14996,1,29,1,1,1,1,12,4,17,3,
14997,2,39,0,3,1,1,16,4,17,3,1.0
14998,2,39,0,3,1,1,16,4,17,3,1.0
14999,2,39,0,2,1,1,17,4,17,3,5.0
15000,2,35,0,2,0,2,19,4,17,3,2.0
15001,2,35,0,2,0,2,20,4,17,3,1.0
15002,2,146,1,0,0,2,21,4,17,3,
15003,2,203,0,0,0,1,26,4,17,3,0.5
15004,1,153,0,0,1,1,28,4,17,3,1.0
15005,1,153,0,3,1,1,29,4,17,3,2.0
15006,1,153,0,3,1,1,30,4,17,3,0.5
15007,0,250,0,3,0,1,34,4,17,3,1.0
15008,2,23,0,3,0,1,35,4,17,3,1.0
15009,2,23,0,2,0,1,36,4,17,3,0.5
15010,1,307,1,3,0,1,40,4,17,3,
15011,1,131,0,3,0,2,43,4,17,3,1.0
15012,1,131,1,2,0,2,44,4,17,3,
15013,0,351,0,1,0,2,46,4,17,3,0.5
15014,1,201,0,3,1,2,48,4,17,3,1.0
15015,1,201,1,3,1,2,48,4,17,3,
15016,1,201,0,2,0,1,50,4,17,3,0.5
15017,1,226,0,3,0,2,53,4,17,3,1.0
15018,1,226,0,0,0,2,54,4,17,3,2.0
15019,1,109,0,2,1,0,55,4,17,3,1.0
15020,1,252,0,3,0,0,0,5,17,3,1.0
15021,1,131,0,3,0,1,3,5,17,3,1.0
15022,1,131,0,2,0,1,3,5,17,3,1.0
15023,1,131,0,3,0,1,4,5,17,3,1.0
15024,1,131,0,3,0,1,4,5,17,3,1.0
15025,1,151,0,2,0,2,10,5,17,3,1.0
15026,1,151,0,3,0,2,10,5,17,3,2.0
15027,1,191,0,1,1,1,16,5,17,3,1.0
15028,2,416,0,2,0,2,23,5,17,3,1.0
15029,1,235,0,3,0,1,24,5,17,3,2.0
15030,1,255,0,3,0,0,27,5,17,3,1.0
15031,1,255,0,2,0,0,27,5,17,3,1.0
15032,1,255,0,2,0,0,27,5,17,3,1.0
15033,1,257,0,3,0,2,31,5,17,3,2.0
15034,1,273,0,2,0,1,35,5,17,3,0.5
15035,0,231,1,2,0,1,41,5,17,3,
15036,2,165,0,1,0,1,43,5,17,3,1.0
15037,1,97,0,2,0,1,44,5,17,3,2.0
15038,1,97,1,2,0,1,45,5,17,3,
15039,1,131,0,3,1,1,48,5,17,3,5.0
15040,1,131,1,3,1,1,49,5,17,3,
15041,1,233,0,2,0,2,50,5,17,3,1.0
15042,1,233,0,0,0,2,51,5,17,3,1.0
15043,1,233,0,3,0,2,51,5,17,3,1.0
15044,1,233,0,3,0,2,52,5,17,3,1.0
15045,1,210,0,3,0,1,54,5,17,3,1.0
15046,1,210,0,3,0,1,55,5,17,3,1.0
15047,0,271,0,3,1,2,58,5,17,3,1.0
15048,2,35,0,3,0,1,1,6,17,3,0.5
15049,2,35,1,3,0,1,1,6,17,3,
15050,1,220,0,1,0,1,3,6,17,3,1.0
15051,1,212,1,3,0,1,4,6,17,3,
15052,2,205,0,2,0,0,6,6,17,3,0.5
15053,1,305,0,2,1,1,9,6,17,3,1.0
15054,1,305,0,2,1,1,9,6,17,3,1.0
15055,1,305,1,2,1,1,9,6,17,3,
15056,1,154,0,3,0,1,15,6,17,3,1.0
15057,1,154,1,0,0,1,15,6,17,3,
15058,1,275,0,3,1,0,19,6,17,3,1.0
15059,1,81,0,2,1,1,20,6,17,3,0.5
15060,2,105,0,3,1,1,22,6,17,3,0.5
15061,0,64,0,3,0,1,25,6,17,3,0.5
15062,0,64,0,2,0,1,25,6,17,3,0.5
15063,1,307,0,3,0,2,29,6,17,3,1.0
15064,1,307,0,3,0,2,30,6,17,3,1.0
15065,0,113,1,0,0,1,31,6,17,3,
15066,1,197,1,0,1,0,34,6,17,3,
15067,2,243,0,1,0,1,35,6,17,3,2.0
15068,2,28,0,3,0,1,37,6,17,3,0.5
15069,2,28,0,3,0,1,37,6,17,3,0.5
15070,1,243,0,2,0,1,39,6,17,3,1.0
15071,2,218,0,2,1,0,41,6,17,3,1.0
15072,1,228,1,0,0,1,48,6,17,3,
15073,1,109,1,1,1,0,51,6,17,3,
15074,1,242,0,2,0,1,56,6,17,3,1.0
15075,1,242,0,1,0,1,56,6,17,3,1.0
15076,1,242,0,2,0,1,56,6,17,3,0.5
15077,1,206,0,2,0,2,57,6,17,3,0.5
15078,0,285,0,3,0,2,2,7,17,3,0.5
15079,0,285,0,2,0,2,2,7,17,3,0.5
15080,0,147,0,2,1,1,4,7,17,3,0.5
15081,2,219,0,3,0,0,5,7,17,3,0.5
15082,1,73,0,3,0,1,8,7,17,3,5.0
15083,1,193,0,2,0,1,10,7,17,3,2.0
15084,1,360,0,3,1,0,11,7,17,3,1.0
15085,1,360,1,3,1,0,12,7,17,3,
15086,0,396,1,1,0,0,14,7,17,3,
15087,1,102,0,3,0,1,16,7,17,3,1.0
15088,1,102,1,3,0,1,16,7,17,3,
15089,1,254,0,0,0,0,22,7,17,3,1.0
15090,1,254,0,0,0,0,22,7,17,3,1.0
15091,1,254,0,2,0,0,23,7,17,3,0.5
15092,1,254,1,0,0,0,23,7,17,3,
15093,1,289,0,3,0,0,24,7,17,3,1.0
15094,1,230,0,2,0,2,27,7,17,3,0.5
15095,2,212,0,3,0,2,30,7,17,3,1.0
15096,2,212,1,3,0,2,31,7,17,3,
15097,1,260,0,1,0,0,33,7,17,3,2.0
15098,0,182,0,1,0,2,34,7,17,3,0.5
15099,1,254,0,3,0,2,35,7,17,3,1.0
15100,1,375,0,2,0,2,39,7,17,3,1.0
15101,1,375,0,2,0,2,40,7,17,3,0.5
15102,1,375,0,2,0,2,40,7,17,3,1.0
15103,2,172,0,3,0,0,46,7,17,3,1.0
15104,2,172,0,3,0,0,47,7,17,3,1.0
15105,2,172,1,3,0,0,47,7,17,3,
