,amount,success,3D_secured,Day of Week,Day of Month,Time of Day,previous_attemps,PSP_Goldcard,PSP_Moneycard,PSP_Simplecard,PSP_UK_Card,CARD_Diners,CARD_Master,CARD_Visa
11930,333,0,0,3,13,7,0,0,0,1,0,1,0,0
11931,333,0,0,3,13,7,1,0,0,1,0,1,0,0
11932,87,0,1,3,13,7,0,0,0,1,0,0,1,0
11933,87,0,1,3,13,7,1,0,0,0,1,0,1,0
11934,87,0,1,3,13,7,2,1,0,0,0,0,1,0
11935,87,1,1,3,13,7,3,0,0,0,1,0,1,0
11936,225,0,0,3,13,7,0,0,0,0,1,1,0,0
11937,225,1,0,3,13,7,1,0,0,1,0,1,0,0
11938,196,0,1,3,13,7,0,0,0,0,1,0,0,1
11939,174,1,0,3,13,7,0,0,0,0,1,0,1,0
11940,241,0,1,3,13,7,0,0,0,0,1,0,1,0
11941,241,0,1,3,13,7,1,0,0,0,1,0,1,0
11942,241,1,1,3,13,7,2,0,0,0,1,0,1,0
11943,272,0,1,3,13,7,0,0,0,1,0,1,0,0
11944,272,0,1,3,13,7,1,0,1,0,0,1,0,0
11945,286,0,0,3,13,7,0,0,0,0,1,1,0,0
11946,85,0,1,3,13,8,0,0,1,0,0,1,0,0
11947,235,0,0,3,13,8,0,0,0,0,1,1,0,0
11948,192,1,0,3,13,8,0,0,1,0,0,0,1,0
11949,301,0,0,3,13,8,0,0,0,1,0,0,1,0
11950,301,0,0,3,13,8,1,0,0,0,1,0,1,0
11951,100,0,0,3,13,8,0,0,1,0,0,0,1,0
11952,354,0,0,3,13,8,0,0,0,1,0,0,1,0
11953,354,0,0,3,13,8,1,0,0,0,1,0,1,0
11954,163,0,0,3,13,8,0,0,0,0,1,0,1,0
11955,163,1,0,3,13,8,1,0,1,0,0,0,1,0
11956,108,1,1,3,13,8,0,1,0,0,0,1,0,0
11957,158,0,1,3,13,8,0,0,0,0,1,0,1,0
11958,117,0,0,3,13,8,0,0,0,0,1,1,0,0
11959,117,1,0,3,13,8,1,0,0,0,1,1,0,0
11960,193,0,0,3,13,8,0,0,0,1,0,1,0,0
11961,242,0,0,3,13,8,0,0,0,0,1,0,1,0
11962,242,0,0,3,13,8,1,0,0,0,1,0,1,0
11963,241,0,0,3,13,8,0,0,0,0,1,0,0,1
11964,241,0,0,3,13,8,1,0,0,0,1,0,0,1
11965,282,0,0,3,13,8,0,0,0,0,1,1,0,0
11966,282,0,0,3,13,8,1,0,0,0,1,1,0,0
11967,282,0,0,3,13,8,2,0,1,0,0,1,0,0
11968,107,0,0,3,13,8,0,0,1,0,0,0,1,0
11969,52,0,0,3,13,9,0,0,0,0,1,0,1,0
11970,52,0,0,3,13,9,1,0,0,0,1,0,1,0
11971,52,0,0,3,13,9,2,0,0,0,1,0,1,0
11972,284,1,0,3,13,9,0,1,0,0,0,0,1,0
11973,225,0,1,3,13,9,0,0,0,1,0,0,1,0
11974,55,1,0,3,13,9,0,0,0,1,0,0,1,0
11975,231,0,0,3,13,9,0,0,0,0,1,0,1,0
11976,304,0,0,3,13,9,0,0,0,1,0,0,1,0
11977,256,1,0,3,13,9,0,0,0,0,1,1,0,0
11978,361,1,0,3,13,9,0,0,1,0,0,0,1,0
11979,35,0,0,3,13,9,0,1,0,0,0,0,1,0
11980,137,0,0,3,13,9,0,0,1,0,0,0,0,1
11981,244,0,0,3,13,9,0,0,0,0,1,1,0,0
11982,65,0,1,3,13,9,0,0,0,0,1,0,1,0
11983,65,1,1,3,13,9,1,0,0,0,1,0,1,0
11984,153,0,1,3,13,9,0,0,0,1,0,0,1,0
11985,190,0,1,3,13,9,0,0,0,1,0,0,1,0
11986,227,0,0,3,13,9,0,0,0,1,0,1,0,0
11987,227,0,0,3,13,9,1,0,0,1,0,1,0,0
11988,160,0,0,3,13,9,0,0,0,0,1,0,1,0
11989,160,1,0,3,13,9,1,0,0,0,1,0,1,0
11990,321,0,0,3,13,9,0,0,0,0,1,1,0,0
11991,321,1,0,3,13,9,1,0,0,1,0,1,0,0
11992,56,0,1,3,13,10,0,0,0,0,1,0,1,0
11993,56,0,1,3,13,10,1,0,0,1,0,0,1,0
11994,368,0,0,3,13,10,0,0,0,0,1,0,1,0
11995,218,0,0,3,13,10,0,0,0,0,1,0,1,0
11996,218,0,0,3,13,10,1,0,0,0,1,0,1,0
11997,218,0,0,3,13,10,2,0,0,0,1,0,1,0
11998,241,0,0,3,13,10,0,0,0,0,1,0,1,0
11999,241,0,0,3,13,10,1,0,0,0,1,0,1,0
12000,241,0,0,3,13,10,2,0,0,0,1,0,1,0
12001,164,0,1,3,13,10,0,0,0,1,0,0,1,0
12002,164,0,1,3,13,10,1,0,0,1,0,0,1,0
12003,322,0,1,3,13,10,0,0,0,0,1,1,0,0
12004,255,0,0,3,13,10,0,0,0,1,0,1,0,0
12005,210,1,0,3,13,10,0,0,0,1,0,0,1,0
12006,257,0,0,3,13,10,0,0,0,1,0,0,1,0
12007,276,1,0,3,13,10,0,0,1,0,0,0,1,0
12008,155,0,0,3,13,10,0,0,0,1,0,0,1,0
12009,292,0,0,3,13,10,0,0,0,0,1,0,0,1
12010,241,0,0,3,13,10,0,0,0,1,0,0,1,0
12011,152,0,1,3,13,10,0,0,0,0,1,0,0,1
12012,152,0,1,3,13,10,0,0,0,0,1,0,0,1
12013,152,0,1,3,13,10,0,0,0,0,1,0,0,1
12014,152,0,1,3,13,10,0,0,0,0,1,0,0,1
12015,152,1,1,3,13,10,1,0,0,1,0,0,0,1
12016,239,1,0,3,13,10,0,0,1,0,0,0,1,0
12017,198,1,1,3,13,10,0,0,0,1,0,0,0,1
12018,213,0,0,3,13,11,0,0,0,0,1,1,0,0
12019,213,0,0,3,13,11,1,0,0,0,1,1,0,0
12020,255,0,0,3,13,11,0,0,0,0,1,1,0,0
12021,237,0,0,3,13,11,0,0,1,0,0,0,1,0
12022,237,0,0,3,13,11,1,0,0,1,0,0,1,0
12023,237,0,0,3,13,11,2,0,0,1,0,0,1,0
12024,304,0,1,3,13,11,0,0,1,0,0,0,0,1
12025,148,0,0,3,13,11,0,0,0,0,1,0,1,0
12026,148,0,0,3,13,11,1,0,0,0,1,0,1,0
12027,187,0,1,3,13,11,0,0,0,0,1,0,1,0
12028,187,1,1,3,13,11,1,1,0,0,0,0,1,0
12029,109,0,1,3,13,11,0,0,0,0,1,0,1,0
12030,313,0,0,3,13,11,0,0,0,0,1,0,1,0
12031,40,0,1,3,13,11,0,0,1,0,0,0,0,1
12032,40,0,1,3,13,11,1,0,0,0,1,0,0,1
12033,40,0,1,3,13,11,2,0,0,0,1,0,0,1
12034,40,0,1,3,13,11,3,0,1,0,0,0,0,1
12035,40,0,1,3,13,11,4,0,0,0,1,0,0,1
12036,40,0,1,3,13,11,5,0,0,0,1,0,0,1
12037,96,1,0,3,13,11,0,0,0,0,1,0,1,0
12038,36,0,0,3,13,11,0,0,1,0,0,0,1,0
12039,36,0,0,3,13,11,1,1,0,0,0,0,1,0
12040,290,1,1,3,13,11,0,1,0,0,0,0,1,0
12041,78,0,0,3,13,11,0,0,0,0,1,0,0,1
12042,78,0,0,3,13,11,1,0,0,0,1,0,0,1
12043,181,0,0,3,13,11,0,0,0,0,1,0,1,0
12044,183,0,1,3,13,11,0,0,0,1,0,0,0,1
12045,183,1,1,3,13,11,1,0,0,0,1,0,0,1
12046,83,0,0,3,13,11,0,0,0,0,1,0,1,0
12047,139,0,0,3,13,11,0,1,0,0,0,0,0,1
12048,146,0,0,3,13,11,0,1,0,0,0,0,0,1
12049,313,0,1,3,13,11,0,0,1,0,0,1,0,0
12050,313,0,1,3,13,12,1,0,1,0,0,1,0,0
12051,313,0,1,3,13,12,2,0,0,0,1,1,0,0
12052,332,0,0,3,13,12,0,0,0,0,1,0,0,1
12053,332,0,0,3,13,12,1,0,1,0,0,0,0,1
12054,197,0,0,3,13,12,0,0,1,0,0,1,0,0
12055,178,0,0,3,13,12,0,0,0,0,1,0,1,0
12056,178,0,0,3,13,12,1,0,0,0,1,0,1,0
12057,178,0,0,3,13,12,2,0,0,0,1,0,1,0
12058,178,0,0,3,13,12,3,0,0,1,0,0,1,0
12059,240,1,1,3,13,12,0,0,0,0,1,0,1,0
12060,284,0,0,3,13,12,0,0,0,0,1,0,1,0
12061,86,0,0,3,13,12,0,0,0,0,1,0,1,0
12062,86,0,0,3,13,12,1,0,0,1,0,0,1,0
12063,86,0,0,3,13,12,2,0,0,0,1,0,1,0
12064,255,0,0,3,13,12,0,0,0,1,0,0,1,0
12065,286,0,1,3,13,12,0,0,0,0,1,0,1,0
12066,131,0,0,3,13,12,0,0,0,0,1,1,0,0
12067,171,0,1,3,13,12,0,0,0,0,1,1,0,0
12068,114,0,0,3,13,12,0,0,0,0,1,0,1,0
12069,78,0,1,3,13,12,0,0,1,0,0,0,1,0
12070,78,0,1,3,13,12,1,0,0,0,1,0,1,0
12071,177,0,0,3,13,12,0,0,0,1,0,0,0,1
12072,367,0,1,3,13,13,0,0,0,1,0,0,1,0
12073,367,0,1,3,13,13,1,0,0,1,0,0,1,0
12074,367,0,1,3,13,13,2,0,0,0,1,0,1,0
12075,119,1,0,3,13,13,0,1,0,0,0,0,1,0
12076,146,0,1,3,13,13,0,0,0,1,0,0,1,0
12077,429,1,1,3,13,13,0,0,0,0,1,0,1,0
12078,290,0,1,3,13,13,0,0,1,0,0,0,0,1
12079,290,0,1,3,13,13,1,0,0,1,0,0,0,1
12080,180,0,0,3,13,13,0,0,0,1,0,0,1,0
12081,180,1,0,3,13,13,1,0,1,0,0,0,1,0
12082,208,0,0,3,13,13,0,0,0,0,1,0,0,1
12083,208,0,0,3,13,13,1,0,0,0,1,0,0,1
12084,208,0,0,3,13,13,2,0,0,0,1,0,0,1
12085,208,1,0,3,13,13,3,1,0,0,0,0,0,1
12086,133,1,0,3,13,13,0,0,1,0,0,0,1,0
12087,214,0,0,3,13,13,0,0,0,1,0,0,1,0
12088,342,1,0,3,13,13,0,0,1,0,0,0,1,0
12089,30,0,0,3,13,13,0,1,0,0,0,0,1,0
12090,178,0,0,3,13,13,0,0,0,0,1,0,1,0
12091,178,0,0,3,13,13,1,0,0,0,1,0,1,0
12092,251,0,0,3,13,13,0,0,0,1,0,0,1,0
12093,251,0,0,3,13,13,1,0,0,0,1,0,1,0
12094,162,0,0,3,13,13,0,0,1,0,0,0,0,1
12095,272,0,0,3,13,13,0,0,0,1,0,0,1,0
12096,149,1,1,3,13,13,0,0,1,0,0,0,1,0
12097,198,0,1,3,13,13,0,0,1,0,0,0,1,0
12098,198,0,1,3,13,13,1,0,0,0,1,0,1,0
12099,198,0,1,3,13,13,2,0,0,1,0,0,1,0
12100,198,0,1,3,13,13,3,0,0,0,1,0,1,0
12101,198,0,1,3,13,13,4,0,0,0,1,0,1,0
12102,305,0,0,3,13,13,0,0,0,0,1,1,0,0
12103,113,0,1,3,13,14,0,0,0,0,1,0,1,0
12104,273,0,1,3,13,14,0,0,0,0,1,0,1,0
12105,273,1,1,3,13,14,1,0,1,0,0,0,1,0
12106,106,0,1,3,13,14,0,0,0,0,1,0,0,1
12107,106,0,1,3,13,14,1,0,0,0,1,0,0,1
12108,106,0,1,3,13,14,2,0,1,0,0,0,0,1
12109,106,0,1,3,13,14,3,0,0,0,1,0,0,1
12110,106,0,1,3,13,14,4,0,0,1,0,0,0,1
12111,165,0,0,3,13,14,0,0,0,1,0,0,1,0
12112,157,0,0,3,13,14,0,0,0,1,0,1,0,0
12113,233,0,0,3,13,14,0,0,0,1,0,1,0,0
12114,233,0,0,3,13,14,1,0,1,0,0,1,0,0
12115,233,0,0,3,13,14,2,0,1,0,0,1,0,0
12116,233,1,0,3,13,14,3,0,0,1,0,1,0,0
12117,325,0,1,3,13,14,0,0,0,1,0,1,0,0
12118,325,0,1,3,13,14,1,0,0,0,1,1,0,0
12119,250,0,1,3,13,14,0,0,0,1,0,1,0,0
12120,250,0,1,3,13,14,1,0,0,0,1,1,0,0
12121,250,0,1,3,13,14,2,0,0,0,1,1,0,0
12122,250,0,1,3,13,14,3,0,0,0,1,1,0,0
12123,135,1,1,3,13,14,0,0,0,1,0,0,0,1
12124,125,0,0,3,13,14,0,0,0,1,0,0,1,0
12125,125,0,0,3,13,14,1,0,0,0,1,0,1,0
12126,175,0,0,3,13,14,0,0,0,1,0,0,1,0
12127,307,1,1,3,13,14,0,0,0,1,0,0,0,1
12128,214,1,1,3,13,14,0,0,0,0,1,0,1,0
12129,366,0,0,3,13,14,0,0,0,0,1,0,1,0
12130,101,1,0,3,13,15,0,0,0,0,1,0,1,0
12131,332,0,0,3,13,15,0,0,0,1,0,0,1,0
12132,126,0,0,3,13,15,0,0,0,0,1,0,1,0
12133,126,1,0,3,13,15,1,0,0,1,0,0,1,0
12134,18,1,0,3,13,15,0,0,0,1,0,0,1,0
12135,273,1,0,3,13,15,0,0,0,0,1,1,0,0
12136,199,0,0,3,13,15,0,0,0,0,1,1,0,0
12137,199,0,0,3,13,15,1,0,0,1,0,1,0,0
12138,199,0,0,3,13,15,2,0,0,1,0,1,0,0
12139,199,0,0,3,13,15,3,0,0,0,1,1,0,0
12140,199,1,0,3,13,15,4,0,1,0,0,1,0,0
12141,300,0,0,3,13,15,0,0,0,1,0,0,1,0
12142,300,0,0,3,13,15,1,0,0,1,0,0,1,0
12143,381,1,0,3,13,15,0,0,1,0,0,1,0,0
12144,373,0,0,3,13,15,0,0,1,0,0,0,1,0
12145,136,1,0,3,13,15,0,0,0,0,1,0,1,0
12146,183,0,0,3,13,15,0,0,0,0,1,0,1,0
12147,183,0,0,3,13,15,1,0,0,1,0,0,1,0
12148,288,0,0,3,13,15,0,0,0,0,1,1,0,0
12149,321,0,0,3,13,15,0,0,1,0,0,1,0,0
12150,267,0,0,3,13,15,0,0,0,1,0,0,1,0
12151,303,0,0,3,13,15,0,0,0,1,0,1,0,0
12152,303,0,0,3,13,15,1,0,0,0,1,1,0,0
12153,303,0,0,3,13,15,2,0,0,0,1,1,0,0
12154,91,0,0,3,13,15,0,0,0,0,1,0,0,1
12155,91,0,0,3,13,15,1,0,0,0,1,0,0,1
12156,198,0,0,3,13,16,0,0,0,1,0,1,0,0
12157,198,0,0,3,13,16,1,0,0,0,1,1,0,0
12158,198,0,0,3,13,16,2,0,0,0,1,1,0,0
12159,143,0,0,3,13,16,0,0,1,0,0,0,1,0
12160,143,1,0,3,13,16,1,0,0,0,1,0,1,0
12161,123,1,0,3,13,16,0,0,0,0,1,0,0,1
12162,441,0,0,3,13,16,0,0,0,0,1,0,0,1
12163,441,0,0,3,13,16,1,0,0,1,0,0,0,1
12164,183,0,0,3,13,16,0,0,0,1,0,0,1,0
12165,283,0,0,3,13,16,0,0,1,0,0,0,0,1
12166,162,1,0,3,13,16,0,1,0,0,0,0,1,0
12167,184,1,1,3,13,16,0,0,0,0,1,0,1,0
12168,187,1,0,3,13,16,0,0,0,1,0,0,1,0
12169,257,1,0,3,13,16,0,1,0,0,0,1,0,0
12170,138,1,1,3,13,16,0,1,0,0,0,0,0,1
12171,198,0,1,3,13,16,0,0,0,0,1,0,1,0
12172,198,0,1,3,13,16,1,0,0,0,1,0,1,0
12173,198,0,1,3,13,16,2,0,1,0,0,0,1,0
12174,198,1,1,3,13,16,3,0,1,0,0,0,1,0
12175,135,0,0,3,13,16,0,0,0,0,1,1,0,0
12176,338,0,0,3,13,16,0,0,0,0,1,0,1,0
12177,289,0,0,3,13,16,0,0,0,1,0,0,1,0
12178,256,0,0,3,13,16,0,0,0,1,0,0,1,0
12179,216,1,1,3,13,16,0,0,0,0,1,0,1,0
12180,49,0,0,3,13,17,0,0,0,0,1,1,0,0
12181,204,0,1,3,13,17,0,0,0,0,1,0,0,1
12182,204,0,1,3,13,17,1,0,0,0,1,0,0,1
12183,183,0,0,3,13,17,0,0,0,0,1,0,0,1
12184,183,0,0,3,13,17,0,0,0,0,1,0,0,1
12185,183,0,0,3,13,17,0,0,0,0,1,0,0,1
12186,183,0,0,3,13,17,0,0,0,0,1,0,0,1
12187,323,0,1,3,13,17,0,0,0,0,1,0,0,1
12188,127,0,0,3,13,17,0,0,0,0,1,1,0,0
12189,127,1,0,3,13,17,1,0,0,0,1,1,0,0
12190,139,0,0,3,13,17,0,0,1,0,0,0,0,1
12191,147,0,1,3,13,17,0,0,0,1,0,0,1,0
12192,299,0,1,3,13,17,0,0,0,1,0,1,0,0
12193,299,0,1,3,13,17,1,0,1,0,0,1,0,0
12194,276,0,0,3,13,17,0,0,0,1,0,0,0,1
12195,323,0,0,3,13,17,0,1,0,0,0,0,1,0
12196,203,0,0,3,13,17,0,0,0,0,1,0,1,0
12197,263,0,0,3,13,17,0,1,0,0,0,0,0,1
12198,263,0,0,3,13,17,1,0,0,0,1,0,0,1
12199,263,0,0,3,13,17,2,0,0,0,1,0,0,1
12200,263,0,0,3,13,17,3,0,1,0,0,0,0,1
12201,263,0,0,3,13,17,4,0,0,0,1,0,0,1
12202,241,0,0,3,13,17,0,1,0,0,0,0,1,0
12203,42,1,0,3,13,17,0,0,0,0,1,0,1,0
12204,228,0,0,3,13,17,0,0,0,0,1,1,0,0
12205,228,0,0,3,13,17,1,0,0,0,1,1,0,0
12206,121,0,0,3,13,17,0,0,0,0,1,0,1,0
12207,121,0,0,3,13,17,1,0,0,1,0,0,1,0
12208,382,0,0,3,13,17,0,0,0,0,1,0,1,0
12209,382,0,0,3,13,17,1,0,0,0,1,0,1,0
12210,382,0,0,3,13,17,2,0,0,0,1,0,1,0
12211,382,1,0,3,13,17,3,0,0,0,1,0,1,0
12212,213,0,1,3,13,17,0,0,0,1,0,0,1,0
12213,180,1,0,3,13,18,0,0,0,0,1,0,0,1
12214,236,0,0,3,13,18,0,0,0,0,1,0,1,0
12215,236,0,0,3,13,18,1,0,0,0,1,0,1,0
12216,246,1,1,3,13,18,0,0,0,0,1,0,1,0
12217,224,0,0,3,13,18,0,0,0,1,0,0,1,0
12218,105,1,0,3,13,18,0,0,0,0,1,0,1,0
12219,289,1,1,3,13,18,0,0,0,1,0,0,1,0
12220,260,0,0,3,13,18,0,0,0,0,1,0,1,0
12221,170,0,0,3,13,18,0,0,0,0,1,0,0,1
12222,67,0,0,3,13,18,0,0,0,1,0,1,0,0
12223,309,0,0,3,13,18,0,0,0,0,1,1,0,0
12224,309,0,0,3,13,18,1,0,0,1,0,1,0,0
12225,369,0,0,3,13,18,0,0,0,1,0,0,1,0
12226,212,0,0,3,13,18,0,0,0,1,0,0,1,0
12227,212,1,0,3,13,18,1,0,0,0,1,0,1,0
12228,203,1,1,3,13,19,0,1,0,0,0,0,1,0
12229,294,0,0,3,13,19,0,0,1,0,0,0,0,1
12230,245,0,0,3,13,19,0,0,0,0,1,1,0,0
12231,296,0,0,3,13,19,0,0,0,0,1,0,1,0
12232,296,0,0,3,13,19,1,0,0,0,1,0,1,0
12233,134,1,1,3,13,19,0,0,0,0,1,0,0,1
12234,265,0,0,3,13,19,0,0,1,0,0,0,1,0
12235,215,1,0,3,13,19,0,0,0,0,1,0,1,0
12236,229,1,1,3,13,19,0,1,0,0,0,0,1,0
12237,98,1,0,3,13,19,0,0,0,0,1,0,0,1
12238,219,1,1,3,13,19,0,0,1,0,0,0,0,1
12239,95,1,0,3,13,19,0,0,0,0,1,1,0,0
12240,258,1,1,3,13,19,0,0,1,0,0,0,0,1
12241,262,1,1,3,13,19,0,0,0,0,1,0,1,0
12242,216,0,0,3,13,19,0,0,0,0,1,0,0,1
12243,241,0,0,3,13,20,0,0,0,0,1,0,1,0
12244,241,1,0,3,13,20,1,0,1,0,0,0,1,0
12245,202,1,0,3,13,20,0,0,1,0,0,0,1,0
12246,240,0,0,3,13,20,0,0,1,0,0,0,1,0
12247,118,1,0,3,13,20,0,0,0,0,1,0,1,0
12248,404,0,0,3,13,20,0,0,0,0,1,0,1,0
12249,161,0,0,3,13,20,0,0,1,0,0,0,0,1
12250,257,0,0,3,13,20,0,0,0,1,0,0,0,1
12251,296,0,1,3,13,20,0,0,0,1,0,0,1,0
12252,178,1,0,3,13,20,0,0,0,0,1,0,1,0
12253,283,0,0,3,13,20,0,0,0,0,1,0,0,1
12254,97,0,0,3,13,20,0,0,1,0,0,0,1,0
12255,97,1,0,3,13,20,1,0,0,0,1,0,1,0
12256,341,0,0,3,13,20,0,0,0,0,1,0,0,1
12257,246,0,0,3,13,20,0,0,0,0,1,0,1,0
12258,126,1,0,3,13,20,0,0,0,0,1,0,1,0
12259,148,0,0,3,13,20,0,1,0,0,0,0,0,1
12260,148,0,0,3,13,20,1,0,0,0,1,0,0,1
12261,148,0,0,3,13,20,2,0,0,1,0,0,0,1
12262,114,1,0,3,13,20,0,0,0,1,0,0,1,0
12263,396,1,1,3,13,21,0,0,1,0,0,0,1,0
12264,497,0,1,3,13,21,0,0,0,0,1,0,1,0
12265,497,1,1,3,13,21,1,0,1,0,0,0,1,0
12266,151,1,1,3,13,21,0,0,0,1,0,0,0,1
12267,272,1,0,3,13,21,0,0,0,0,1,0,0,1
12268,191,0,0,3,13,21,0,0,0,0,1,0,1,0
12269,191,1,0,3,13,21,1,0,0,0,1,0,1,0
12270,392,0,0,3,13,21,0,0,0,0,1,0,1,0
12271,88,0,0,3,13,21,0,0,0,1,0,1,0,0
12272,88,1,0,3,13,21,1,0,0,0,1,1,0,0
12273,181,0,0,3,13,21,0,0,0,0,1,1,0,0
12274,134,1,0,3,13,21,0,0,1,0,0,1,0,0
12275,190,0,0,3,13,21,0,0,1,0,0,0,1,0
12276,257,0,1,3,13,21,0,1,0,0,0,0,1,0
12277,257,1,1,3,13,21,1,0,1,0,0,0,1,0
12278,229,0,0,3,13,21,0,0,1,0,0,0,1,0
12279,310,0,0,3,13,21,0,0,1,0,0,0,0,1
12280,310,1,0,3,13,21,1,0,0,1,0,0,0,1
12281,189,0,0,3,13,21,0,0,0,0,1,0,1,0
12282,189,0,0,3,13,21,1,0,0,0,1,0,1,0
12283,254,0,0,3,13,21,0,0,0,0,1,0,0,1
12284,70,1,1,3,13,21,0,1,0,0,0,0,1,0
12285,135,1,0,3,13,21,0,0,0,0,1,0,0,1
12286,202,0,0,3,13,21,0,0,0,0,1,0,0,1
12287,250,0,0,3,13,21,0,0,0,0,1,0,0,1
12288,274,0,1,3,13,22,0,0,1,0,0,1,0,0
12289,305,0,1,3,13,22,0,0,0,1,0,0,1,0
12290,119,0,0,3,13,22,0,0,0,0,1,0,1,0
12291,110,0,1,3,13,22,0,0,1,0,0,0,0,1
12292,110,0,1,3,13,22,1,0,1,0,0,0,0,1
12293,205,1,0,3,13,22,0,0,0,0,1,0,0,1
12294,50,0,0,3,13,22,0,0,0,1,0,0,0,1
12295,50,0,0,3,13,22,0,0,0,1,0,0,0,1
12296,50,0,0,3,13,22,0,0,0,0,1,0,0,1
12297,50,0,0,3,13,22,0,0,0,0,1,0,0,1
12298,50,0,0,3,13,22,1,0,0,0,1,0,0,1
12299,50,0,0,3,13,22,2,0,0,0,1,0,0,1
12300,204,1,0,3,13,22,0,0,0,0,1,0,1,0
12301,289,0,0,3,13,22,0,0,0,1,0,0,1,0
12302,288,0,0,3,13,22,0,0,0,1,0,0,1,0
12303,401,0,1,3,13,22,0,0,0,0,1,0,1,0
12304,401,0,1,3,13,22,1,0,0,0,1,0,1,0
12305,401,0,1,3,13,22,2,0,1,0,0,0,1,0
12306,401,0,1,3,13,22,3,0,0,1,0,0,1,0
12307,401,0,1,3,13,22,4,0,0,1,0,0,1,0
12308,115,1,0,3,13,22,0,0,1,0,0,1,0,0
12309,37,0,0,3,13,22,0,0,0,0,1,1,0,0
12310,37,1,0,3,13,22,1,0,0,0,1,1,0,0
12311,84,1,0,3,13,22,0,1,0,0,0,0,0,1
12312,143,0,0,3,13,22,0,0,0,0,1,0,1,0
12313,143,0,0,3,13,22,1,0,0,0,1,0,1,0
12314,143,1,0,3,13,22,2,0,0,0,1,0,1,0
12315,167,0,0,3,13,22,0,0,1,0,0,0,0,1
12316,76,0,0,3,13,22,0,0,0,1,0,1,0,0
12317,126,1,1,3,13,22,0,0,0,0,1,0,1,0
12318,254,0,0,3,13,22,0,0,0,0,1,0,1,0
12319,254,0,0,3,13,22,1,0,0,0,1,0,1,0
12320,75,0,1,3,13,23,0,0,1,0,0,1,0,0
12321,75,0,1,3,13,23,1,0,1,0,0,1,0,0
12322,75,0,1,3,13,23,2,0,1,0,0,1,0,0
12323,75,1,1,3,13,23,3,0,1,0,0,1,0,0
12324,328,0,0,3,13,23,0,0,0,0,1,1,0,0
12325,51,0,0,3,13,23,0,0,0,1,0,0,1,0
12326,57,0,0,3,13,23,0,0,0,1,0,0,1,0
12327,84,1,0,3,13,23,0,0,0,0,1,0,1,0
12328,295,1,0,3,13,23,0,0,1,0,0,0,1,0
12329,132,0,0,3,13,23,0,0,0,1,0,1,0,0
12330,132,0,0,3,13,23,1,0,0,0,1,1,0,0
12331,238,1,0,3,13,23,0,0,1,0,0,0,1,0
12332,18,1,0,3,13,23,0,0,0,0,1,0,1,0
12333,233,0,0,3,13,23,0,0,0,0,1,0,1,0
12334,233,0,0,3,13,23,1,0,0,0,1,0,1,0
12335,233,0,0,3,13,23,2,0,0,0,1,0,1,0
12336,37,0,0,3,13,23,0,0,0,1,0,0,1,0
12337,118,0,0,3,13,23,0,0,0,0,1,0,1,0
12338,37,1,0,3,13,23,0,0,0,0,1,0,1,0
12339,171,0,0,3,13,23,0,0,0,0,1,0,0,1
12340,171,0,0,3,13,23,1,0,0,1,0,0,0,1
12341,171,0,0,3,13,23,2,0,0,0,1,0,0,1
12342,171,0,0,3,13,23,3,0,1,0,0,0,0,1
12343,171,0,0,1,14,0,4,0,1,0,0,0,0,1
12344,59,0,0,1,14,0,0,0,0,0,1,0,0,1
12345,185,0,0,1,14,0,0,0,1,0,0,0,1,0
12346,185,0,0,1,14,0,1,0,0,0,1,0,1,0
12347,277,0,0,1,14,0,0,0,0,0,1,0,1,0
12348,159,0,0,1,14,0,0,0,0,1,0,0,0,1
12349,307,0,0,1,14,0,0,0,1,0,0,0,1,0
12350,307,0,0,1,14,0,1,0,0,0,1,0,1,0
12351,85,0,0,1,14,0,0,0,0,0,1,0,0,1
12352,85,0,0,1,14,0,1,0,0,0,1,0,0,1
12353,256,0,0,1,14,0,0,0,0,0,1,0,0,1
12354,195,0,0,1,14,0,0,0,0,1,0,0,0,1
12355,8,1,1,1,14,0,0,0,0,1,0,0,1,0
12356,124,1,1,1,14,0,0,0,0,1,0,0,0,1
12357,64,1,0,1,14,0,0,0,0,1,0,0,1,0
12358,232,0,0,1,14,0,0,0,0,0,1,1,0,0
12359,232,0,0,1,14,0,1,0,0,0,1,1,0,0
12360,232,1,0,1,14,0,2,0,0,0,1,1,0,0
12361,281,0,0,1,14,0,0,0,0,0,1,0,1,0
12362,281,0,0,1,14,0,1,0,0,0,1,0,1,0
12363,281,0,0,1,14,0,2,0,0,0,1,0,1,0
12364,281,0,0,1,14,0,3,0,0,0,1,0,1,0
12365,281,0,0,1,14,0,4,0,0,0,1,0,1,0
12366,281,0,0,1,14,0,5,0,0,0,1,0,1,0
12367,281,0,0,1,14,0,6,0,0,0,1,0,1,0
12368,115,0,0,1,14,0,0,0,0,0,1,0,0,1
12369,220,1,1,1,14,0,0,0,1,0,0,0,1,0
12370,159,1,0,1,14,0,0,0,0,0,1,0,1,0
12371,168,1,0,1,14,0,0,1,0,0,0,0,1,0
12372,156,0,0,1,14,0,0,0,0,0,1,0,0,1
12373,59,1,0,1,14,0,0,0,0,0,1,0,1,0
12374,268,1,0,1,14,0,0,1,0,0,0,0,1,0
12375,45,0,0,1,14,0,0,0,0,0,1,0,1,0
12376,45,0,0,1,14,0,1,0,0,1,0,0,1,0
12377,184,0,1,1,14,1,0,0,1,0,0,0,1,0
